No,Content,A,B,C,D,Answered
182,"[""A developer is creating a new REST API by using Amazon API Gateway and AWS\nLambda. The development team tests the API and validates responses for the known\nuse cases before deploying the API to the production environment.\n\nThe developer wants to make the REST API available for testing by using API\nGateway locally.\n\nWhich AWS Serverless Application Model Command Line Interface (AWS SAM CLI)\nsubcommand will meet these requirements?""]",Sam local invoke,Sam local generate-event,Sam local start-lambda,Sam local start-api,"# Answer
- **Correct option:** D : Sam local start-api
- **Reason:** The `sam local start-api` command is specifically designed to run API Gateway locally on your machine, allowing you to test your REST API before deployment. This command helps you to invoke your AWS Lambda functions through the API Gateway locally, thereby simulating the actual API environment for testing purposes.

# Example / Analogy
- Real-life example or memorable comparison: Think of `sam local start-api` as a chef testing out a new recipe in their kitchen before serving it at a restaurant. The chef can adjust ingredients and methods in a safe environment, ensuring the dish is perfect for customers, much like the developer testing the API locally before production.

# Common Mistakes / Traps
- Common trap points, if any: A common mistake is confusing `sam local start-api` with `sam local invoke`, which only invokes a specific Lambda function directly and does not simulate an API endpoint. Developers might overlook that they are wanting to test an API endpoint rather than a single Lambda function execution.

# Memory Tip
- To remember `sam local start-api`, think of ""starting your API engine locally"" before hitting the live road."
183,"[""A company has a serverless application on AWS that uses a fleet of AWS Lambda\nfunctions that have aliases. The company regularly publishes new Lambda function\nby using an in-house deployment solution. The company wants to improve the\nrelease process and to use traffic shifting. A newly published function version\nshould initially make available only to a fixed percentage of production users.\n\nWhich solution will meet these requirements?""]",Configure routing on the alias of the new function by using a weighted alias.,Configure a canary deployment type for Lambda.,Configure routing on the new versions by using environment variables.,Configure a linear deployment type for Lambda.,"# Answer
- **Correct option:** A : Configure routing on the alias of the new function by using a weighted alias.

- **Reason:** Using weighted aliases allows you to route a specified percentage of traffic to different function versions. This means you can progressively expose the new version of the Lambda function to an increasing percentage of users, achieving traffic shifting without disrupting the entire user base. 

# Example / Analogy
- Think of it like a restaurant trying a new dish. Instead of replacing the existing menu item, the restaurant offers a tasting option where a small percentage of customers get to try the new dish. If it's well received, they can slowly introduce it to more customers by increasing the tasting options until it’s part of the main menu.

# Common Mistakes / Traps
- A common mistake is to consider canary or linear deployment types, which are specific to AWS deployment features but do not apply directly to AWS Lambda when using aliases for traffic shifting. These types can be misinterpreted as being suitable for handling traffic shifting but are not implemented through aliases.

# Memory Tip
- **Weighted aliases = Traffic control for combos!** Utilizes gradual exposure to new changes."
184,"[""A company has an application that stores data in Amazon RDS instances. The\napplication periodically experiences surges of high traffic that cause\nperformance problems. During periods of peak traffic, a developer notices a\nreduction in query speed in all database queries.\n\nThe team’s technical lead determines that a multi-threaded and scalable caching\nsolution should be used to offload the heavy read traffic. The solution needs to\nimprove performance.\n\nWhich solution will meet these requirements with the LEAST complexity?""]",Use Amazon ElastiCache for Memcached to offload read requests from the main database.,Replicate the data to Amazon DynamoDSet up a DynamoDB Accelerator (DAX) cluster.,Configure the Amazon RDS instances to use Multi-AZ deployment with one standby instance. Offload read requests from the main database to the standby instance.,Use Amazon ElastiCache for Redis to offload read requests from the main database.,"# Answer
- **Correct option:** A : Use Amazon ElastiCache for Memcached to offload read requests from the main database.
- **Reason:** ElastiCache for Memcached is a simplistic and fully managed caching solution well-suited for situations where high read traffic needs to be offloaded from the primary database. Memcached is designed to handle high-throughput workloads and can efficiently store and serve frequently accessed data, reducing the load on the RDS instance during peak times.

# Example / Analogy
- Real-life example or memorable comparison: Think of a busy restaurant where the main kitchen (the RDS instance) struggles to keep up with orders during peak hours. By adding a fast-service takeout window (ElastiCache for Memcached) that serves popular dishes quickly without burdening the kitchen, the restaurant can improve service and reduce wait times for diners.

# Common Mistakes / Traps
- Common trap points, if any: Many might mistakenly choose option B (DynamoDB with DAX) thinking that it is a viable caching solution, but it introduces more complexity and operational overhead as it involves maintaining a separate database setup. Similarly, option C (Multi-AZ) does not offload reads but rather provides high availability, and option D (ElastiCache for Redis) may be perceived as an over-engineered solution given the simpler use case that Memcached specifically addresses.

# Memory Tip
- **Quick tip:** For high read traffic, remember ""Cache first, DB later!"""
185,"[""A developer must provide an API key to an AWS Lambda function to authenticate\nwith a third-party system. The Lambda function will run on a schedule. The\ndeveloper needs to ensure that the API key remains encrypted at rest.\n\nWhich solution will meet these requirements?""]",Store the API key as a Lambda environment variable by using an AWS Key Management Service (AWS KMS) customer managed key.,Configure the application to prompt the user to provide the password to the Lambda function on the first run.,Store the API key as a value in the application code.,Use Lambda@Edge and only communicate over the HTTPS protocol.,"# Answer
- **Correct option:** A : Store the API key as a Lambda environment variable by using an AWS Key Management Service (AWS KMS) customer managed key.

- **Reason:** Storing the API key as a Lambda environment variable allows for easy access within the Lambda function while keeping it encrypted at rest when using AWS KMS for encryption. This meets both the requirement of authentication with a third-party system and the need to ensure that the API key remains secure.

# Example / Analogy
- Think of the API key as a house key that you want to keep in a safe. Storing the key in a Lambda environment variable with KMS is like keeping the house key in a secure locked box, ensuring that it’s both accessible when you need it and protected from unauthorized access.

# Common Mistakes / Traps
- A common mistake is to overlook the importance of encryption. Some may consider using basic environment variables without KMS, thinking that Lambda environment variables are secure, but they can be accessed if not properly encrypted, which exposes sensitive information.

# Memory Tip
- ""Always encrypt sensitive data at rest with AWS KMS."""
186,"[""An IT department uses Amazon S3 to store sensitive images. After more than 1\nyear, the company moves the images into archival storage. The company rarely\naccesses the images, but the company wants a storage solution that maximizes\nresiliency. The IT department needs access to the images that have been moved to\narchival storage within 24 hours.\n\nWhich solution will meet these requirements MOST cost-effectively?""]",Use S3 Standard-Infrequent Access (S3 Standard-IA) to store the images. Use S3 Glacier Deep Archive with standard retrieval to store and retrieve archived images.,Use S3 Standard-Infrequent Access (S3 Standard-IA) to store the images. Use S3 Glacier Deep Archive with bulk retrieval to store and retrieve archived images.,Use S3 Intelligent-Tiering to store the images. Use S3 Glacier Deep Archive with standard retrieval to store and retrieve archived images.,Use S3 One Zone-Infrequent Access (S3 One Zone-IA) to store the images. Use S3 Glacier Deep Archive with bulk retrieval to store and retrieve archived images.,"# Answer
- **Correct option:** B

- **Reason:** Option B is the most cost-effective solution that meets the requirements. Using S3 Standard-IA for initial storage is suitable for infrequent access, and S3 Glacier Deep Archive with bulk retrieval is designed for long-term storage of rarely-accessed data. Although bulk retrieval can take up to 48 hours, it is the most economical choice for archival data where access is not frequently needed but still allows for eventual retrieval within the acceptable limits set by the IT department (which can wait up to 24 hours). 

# Example / Analogy
- Think of S3 Glacier Deep Archive as a storage room in a warehouse where you place old files that you rarely need to access. Choosing bulk retrieval is like asking the warehouse staff to fetch a box of archived files for you; it takes some time, but it’s more cost-effective than express delivery, which would be unnecessary for low-priority files.

# Common Mistakes / Traps
- A common mistake is to overlook the retrieval times associated with different S3 storage classes. While faster retrieval options exist, they often come with higher costs which might not be justified for archival data that is seldom accessed.

# Memory Tip
- ""Choose Glacier Deep Archive for long-term savings on rarely accessed data."""
187,"[""A developer is building a serverless application by using the AWS Serverless\nApplication Model (AWS SAM). The developer is currently testing the application\nin a development environment. When the application is nearly finished, the\ndeveloper will need to set up additional testing and staging environments for a\nquality assurance team.\n\nThe developer wants to use a feature of the AWS SAM to set up deployments to\nmultiple environments.\n\nWhich solution will meet these requirements with the LEAST development effort?""]",Add a configuration file in TOML format to group configuration entries to every environment. Add a table for each testing and staging environment. Deploy updates to the environments by using the sam deploy command and the --config-env flag that corresponds to each environment.,Create additional AWS SAM templates for each testing and staging environment. Write a custom shell script that uses the sam deploy command and the --template-file flag to deploy updates to the environments.,Create one AWS SAM configuration file that has default parameters. Perform updates to the testing and staging environments by using the --parameter-overrides flag in the AWS SAM CLI and the parameters that the updates will override.,Use the existing AWS SAM template. Add additional parameters to configure specific attributes for the serverless function and database table resources that are in each environment. Deploy updates to the testing and staging environments by using the sam deploy command.,"# Answer
- **Correct option:** D
- **Reason:** This option uses the existing AWS SAM template with the addition of parameters to configure environment-specific settings. By deploying updates with the `sam deploy` command and parameters for each environment, the developer minimizes the complexity and effort involved, as they do not need to manage multiple templates or custom scripts.

# Example / Analogy
- Think of it like using a recipe that you can customize with different spices based on your preference. Instead of creating a new recipe for each dish variation, you simply adjust the ingredients (parameters) while keeping the base recipe (template) the same.

# Common Mistakes / Traps
- A common mistake is overcomplicating deployments by creating multiple AWS SAM templates or using custom scripts when modifying parameters in a single template can suffice. This can lead to increased maintenance and potential errors during deployments.

# Memory Tip
- ""One template, many parameters: customize without complication."""
188,"[""A developer is working on an application that processes operating data from IoT\ndevices. Each IoT device uploads a data file once every hour to an Amazon S3\nbucket. The developer wants to immediately process each data file when the data\nfile is uploaded to Amazon S3.\n\nThe developer will use an AWS Lambda function to process the data files from\nAmazon S3. The Lambda function is configured with the S3 bucket information\nwhere the files are uploaded. The developer wants to configure the Lambda\nfunction to immediately invoke after each data file is uploaded.\n\nWhich solution will meet these requirements?""]",Add an asynchronous invocation to the Lambda function. Select the S3 bucket as the source.,Add an Amazon EventBridge event to the Lambda function. Select the S3 bucket as the source.,Add a trigger to the Lambda function. Select the S3 bucket as the source.,Add a layer to the Lambda function. Select the S3 bucket as the source.,"# Answer
- **Correct option:** C : Add a trigger to the Lambda function. Select the S3 bucket as the source.

- **Reason:** To process files immediately upon their upload to an Amazon S3 bucket, you need to set up an event notification that triggers the AWS Lambda function. When you configure an S3 bucket to have a trigger for a Lambda function, the S3 service will automatically invoke the Lambda function each time a new file is uploaded, meeting the requirement for immediate processing.

# Example / Analogy
- Think of the S3 bucket as a mailbox and the Lambda function as a mailman. Each time a new letter (data file) arrives in the mailbox (S3 bucket), the mailman (Lambda function) is automatically notified to pick it up and deliver it (process it) without any extra steps.

# Common Mistakes / Traps
- A common mistake is to confuse the concept of triggers with other methods of invocation like asynchronous invocation or using services like EventBridge, which aren't required for direct S3 notifications. Sometimes candidates think layers are involved in the process, but they only pertain to adding libraries and not triggers.

# Memory Tip
- Remember: **S3 triggers automatically call Lambda for new files!**"
189,"[""A developer is setting up infrastructure by using AWS CloudFormation. If an\nerror occurs when the resources described in the Cloud Formation template are\nprovisioned, successfully provisioned resources must be preserved. The developer\nmust provision and update the CloudFormation stack by using the AWS CLI.\n\nWhich solution will meet these requirements?""]",Add an --enable-termination-protection command line option to the create-stack command and the update-stack command.,Add a --disable-rollback command line option to the create-stack command and the update-stack command.,"Add a --parameters ParameterKey=PreserveResources,ParameterValue=True command line option to the create-stack command and the update-stack command.","Add a --tags Key=PreserveResources,Value=True command line option to the create-stack command and the update-stack command.","# Answer
- **Correct option:** B : Add a --disable-rollback command line option to the create-stack command and the update-stack command.  
- **Reason:** The `--disable-rollback` option prevents AWS CloudFormation from automatically rolling back the stack to its previous state if an error occurs during resource creation or update. This ensures that any successfully provisioned resources remain in place, allowing for manual troubleshooting or partial stack functionality.

# Example / Analogy
- Think of it like cooking a meal: if you accidentally burn part of the dish, you might want to keep the edible parts instead of throwing the whole dish away. `--disable-rollback` lets you keep the successfully cooked portions (resources) even if the whole recipe (stack creation) fails.

# Common Mistakes / Traps
- One common mistake is confusing termination protection (option A) and rollback settings. Termination protection keeps an entire stack from being deleted but does not affect resource failure during creation or updates. Therefore, this does not directly address the requirement to preserve successfully provisioned resources.

# Memory Tip
- Remember: Use `--disable-rollback` to keep successful resources when failures happen!"
190,"[""A developer is building a serverless application that connects to an Amazon\nAurora PostgreSQL database. The serverless application consists of hundreds of\nAWS Lambda functions. During every Lambda function scale out, a new database\nconnection is made that increases database resource consumption.\n\nThe developer needs to decrease the number of connections made to the database.\nThe solution must not impact the scalability of the Lambda functions.\n\nWhich solution will meet these requirements?""]",Configure provisioned concurrency for each Lambda function by setting the ProvisionedConcurrentExecutions parameter to 10.,Enable cluster cache management for Aurora PostgreSQL. Change the connection string of each Lambda function to point to cluster cache management.,Use Amazon RDS Proxy to create a connection pool to manage the database connections. Change the connection string of each Lambda function to reference the proxy.,Configure reserved concurrency for each Lambda function by setting the ReservedConcurrentExecutions parameter to 10.,"# Answer
- **Correct option:** C : Use Amazon RDS Proxy to create a connection pool to manage the database connections. Change the connection string of each Lambda function to reference the proxy.
- **Reason:** Amazon RDS Proxy acts as an intermediary that pools and shares connections to your Aurora PostgreSQL database. This reduces the number of simultaneous connections made by the Lambda functions, optimizing resource consumption without affecting scalability, as the proxy can efficiently handle and manage connection requests.

# Example / Analogy
- Think of Amazon RDS Proxy like a receptionist managing appointments for a busy doctor. Instead of each patient (Lambda function) rushing into the office (database) at the same time, they check in with the receptionist (the proxy) first. The receptionist schedules visits to ensure the doctor isn’t overwhelmed, maintaining efficiency and allowing more patients to be seen without strain on the doctor's time and resources.

# Common Mistakes / Traps
- A common mistake is to select options related to concurrency (like A or D) thinking they control connection behavior. However, these options primarily focus on controlling the scale of Lambda executions and not addressing the database connection management issue at hand.

# Memory Tip
- RDS Proxy = Connection Management; it pools requests so the database isn’t flooded with new connections."
191,"[""A developer is preparing to begin development of a new version of an\napplication. The previous version of the application is deployed in a production\nenvironment. The developer needs to deploy fixes and updates to the current\nversion during the development of the new version of the application. The code\nfor the new version of the application is stored in AWS CodeCommit.\n\nWhich solution will meet these requirements?""]","From the main branch, create a feature branch for production bug fixes. Create a second feature branch from the main branch for development of the new version.",Create a Git tag of the code that is currently deployed in production. Create a Git tag for the development of the new version. Push the two tags to the CodeCommit repository.,"From the main branch, create a branch of the code that is currently deployed in production. Apply an IAM policy that ensures no other users can push or merge to the branch.",Create a new CodeCommit repository for development of the new version of the application. Create a Git tag for the development of the new version.,"# Answer
- **Correct option:** A

- **Reason:** Option A provides a clear approach to handle both ongoing production fixes and the development of a new version. By creating a feature branch from the main branch for production bug fixes, the developer can maintain the stability of the production application while simultaneously working on the new version in a separate feature branch. This allows for effective version control and isolation of changes, ensuring that the ongoing development does not interfere with production stability.

# Example / Analogy
- Think of it like a chef in a restaurant who is preparing a new recipe (the new version) while also fixing a couple of dishes that are currently being served (production bug fixes). The chef creates a new prep station (feature branches) in the kitchen for experimenting with the new recipe, while keeping the main cooking area (main branch) focused on serving customers (production). This way, if a dish gets too complicated or needs tweaks, the restaurant operations continue smoothly.

# Common Mistakes / Traps
- A common mistake is to assume that creating separate tags (as in option B) is sufficient for managing ongoing updates. Tags are used for marking specific states in a repository but do not allow for ongoing development or fixes as branches do.

# Memory Tip
- Think of branches as separate workstations in a kitchen: one for fixing current dishes (production fixes) and one for experimenting with new recipes (new version development)."
